fx,fy,fz,tx,ty,tz,t
5.69979,-7.40309,6.78681,0.706418,-0.211596,-0.151134,35809
6.31068,-5.18539,6.79054,0.609064,-0.18478,-0.150547,35961
6.31306,-5.16982,6.99936,0.609295,-0.207945,-0.14928,37238
6.32319,-5.14509,7.20018,0.608375,-0.230494,-0.150152,38689
6.83641,-3.6196,7.2036,0.541408,-0.207965,-0.149753,39917
6.84812,-3.64322,7.39114,0.542814,-0.230056,-0.149421,40118
6.86101,-3.64895,7.57083,0.54347,-0.251448,-0.149486,41538
6.87131,-3.63394,7.73625,0.543051,-0.272214,-0.149012,42968
7.28918,-2.58646,7.74288,0.497068,-0.253872,-0.148742,43845
7.29364,-2.5806,7.89648,0.497207,-0.274318,-0.148397,44407
7.30651,-2.55225,8.04093,0.4962,-0.293801,-0.148514,45844
7.32159,-2.55874,8.17435,0.496608,-0.312641,-0.149608,47258
7.6183,-1.88785,8.18917,0.467158,-0.29962,-0.149436,47766
7.63413,-1.90861,8.31691,0.468174,-0.317938,-0.149042,48699
7.64611,-1.90542,8.43849,0.467894,-0.335742,-0.14876,50134
7.65425,-1.91853,8.54836,0.468736,-0.352676,-0.150579,51588
7.88673,-1.40661,8.56153,0.446265,-0.342474,-0.150449,51703
7.88688,-1.39931,8.66432,0.445995,-0.359293,-0.150261,53017
7.89885,-1.38329,8.76255,0.445095,-0.375065,-0.148392,54458
8.08692,-1.0307,8.76906,0.429617,-0.366811,-0.148303,55663
8.10212,-1.04678,8.85895,0.430284,-0.381983,-0.1486,55864
8.11882,-1.06016,8.94388,0.430803,-0.396499,-0.149771,57298
8.11935,-1.06974,9.02818,0.431345,-0.410842,-0.147852,58752
8.26279,-0.847258,9.0408,0.421579,-0.404549,-0.147798,59586
8.26476,-0.855644,9.11347,0.422158,-0.418112,-0.148108,60175
8.25359,-0.851724,9.18344,0.421919,-0.431506,-0.148587,61638
8.24538,-0.849717,9.24844,0.421873,-0.444308,-0.147549,63083
8.36415,-0.699437,9.2595,0.415277,-0.439098,-0.147514,63529
8.36504,-0.696543,9.32144,0.415337,-0.451154,-0.148667,64473
8.36784,-0.708208,9.37885,0.415704,-0.462725,-0.148961,65914
8.36964,-0.723485,9.43616,0.416569,-0.473875,-0.148122,67343
8.46545,-0.620071,9.45485,0.412031,-0.469674,-0.148098,67484
8.44979,-0.619511,9.50789,0.411722,-0.480666,-0.148046,68797
8.44049,-0.616656,9.55575,0.411809,-0.49095,-0.148965,70211
8.51465,-0.513492,9.55777,0.40728,-0.487695,-0.14894,71426
8.49541,-0.512209,9.6026,0.40723,-0.497963,-0.148038,71618
8.4841,-0.505566,9.64838,0.406926,-0.507485,-0.148334,73052
8.47143,-0.518614,9.69026,0.407425,-0.5169,-0.148644,74493
8.53813,-0.452591,9.69203,0.404527,-0.513972,-0.14863,75370
8.54057,-0.463568,9.73264,0.405157,-0.522656,-0.14811,75922
8.53895,-0.469597,9.77207,0.405451,-0.531087,-0.148079,77342
8.53655,-0.4662,9.80474,0.405567,-0.539081,-0.148779,78783
8.59026,-0.42084,9.81594,0.403576,-0.536726,-0.148769,79305
8.57451,-0.410702,9.84808,0.403055,-0.544678,-0.147934,80221
8.55541,-0.402379,9.87814,0.40286,-0.552226,-0.148136,81690
8.53197,-0.40647,9.90416,0.403018,-0.559719,-0.148566,83068
8.59783,-0.380869,9.90863,0.401894,-0.556829,-0.148563,83242
8.5781,-0.386489,9.936,0.401975,-0.563892,-0.148501,84543
8.57617,-0.395609,9.95947,0.402382,-0.570442,-0.148465,85944
8.62921,-0.34662,9.96335,0.400231,-0.568115,-0.148454,87178
8.64435,-0.348141,9.98615,0.400396,-0.574159,-0.148901,87400
8.65414,-0.329376,10.0058,0.399737,-0.579942,-0.148786,88803
8.65444,-0.322072,10.0222,0.399361,-0.585571,-0.14891,90248
8.68501,-0.288368,10.0141,0.397881,-0.584226,-0.148903,91125
8.67326,-0.281081,10.032,0.397595,-0.589848,-0.148955,91702
8.65371,-0.279738,10.0509,0.397669,-0.595475,-0.14851,93112
8.653,-0.28847,10.0659,0.398091,-0.600532,-0.148726,94534
8.7185,-0.300204,10.0615,0.398606,-0.597655,-0.148732,95079
8.7314,-0.302994,10.0764,0.398575,-0.602319,-0.148519,95971
8.75704,-0.29403,10.0867,0.398282,-0.606379,-0.148599,97437
8.77024,-0.277342,10.0938,0.397827,-0.610535,-0.148764,98847
8.82292,-0.29166,10.09,0.398455,-0.608222,-0.148771,98987
8.83878,-0.272948,10.094,0.397539,-0.612014,-0.148685,100273
8.83386,-0.265852,10.0963,0.397132,-0.615969,-0.148511,101690
8.83855,-0.275755,10.0963,0.397566,-0.615763,-0.148514,103014
8.82559,-0.273182,10.1015,0.397444,-0.619769,-0.149228,103164
8.82229,-0.273831,10.109,0.397408,-0.623415,-0.14869,104567
8.8336,-0.280566,10.1114,0.397502,-0.626786,-0.14844,106011
8.84697,-0.259335,10.1084,0.39657,-0.626198,-0.148435,106996
8.87644,-0.25312,10.118,0.396315,-0.62889,-0.148738,107447
8.90174,-0.247577,10.1229,0.396339,-0.631739,-0.149116,108871
8.93001,-0.237998,10.1285,0.396024,-0.634076,-0.148294,110301
8.94074,-0.265355,10.1259,0.397225,-0.633604,-0.148302,110899
8.94878,-0.265142,10.1323,0.397426,-0.63624,-0.148499,111719
8.93371,-0.271002,10.1338,0.397344,-0.639026,-0.148349,113152
8.90642,-0.278209,10.144,0.39785,-0.642035,-0.147907,114600
8.90636,-0.297001,10.1671,0.398676,-0.642044,-0.147912,114823
8.88799,-0.297207,10.1699,0.398468,-0.644782,-0.148031,116027
8.89703,-0.298622,10.1734,0.398544,-0.647082,-0.148384,117442
8.87088,-0.309491,10.1778,0.399022,-0.648232,-0.148386,118814
8.89381,-0.302242,10.1835,0.39873,-0.650029,-0.148248,118885
8.91615,-0.301545,10.1863,0.398369,-0.651812,-0.148841,120338
8.92492,-0.307069,10.1951,0.398805,-0.653594,-0.148424,121789
8.9039,-0.301958,10.1989,0.398581,-0.654518,-0.148421,122727
8.87681,-0.31192,10.2032,0.398752,-0.656784,-0.148356,123210
8.83023,-0.325966,10.2109,0.399352,-0.659285,-0.148199,124612
8.77267,-0.330355,10.2167,0.399474,-0.661981,-0.148034,126049
8.77356,-0.326842,10.2188,0.39932,-0.661942,-0.148034,126660
8.71354,-0.329039,10.2263,0.399518,-0.664808,-0.148636,127492
8.67903,-0.330418,10.2326,0.399494,-0.667234,-0.148711,128925
8.67627,-0.33494,10.2394,0.399771,-0.669075,-0.148133,130345
8.64702,-0.326245,10.2389,0.399389,-0.670359,-0.148129,130598
8.65213,-0.333357,10.2477,0.399615,-0.67187,-0.149265,131780
8.63785,-0.347528,10.2571,0.400234,-0.673658,-0.148932,133217
8.61426,-0.352717,10.2566,0.400462,-0.674693,-0.148932,134561
8.57332,-0.357085,10.265,0.400586,-0.676962,-0.148851,134633
8.51767,-0.349893,10.2729,0.40041,-0.679459,-0.148513,136065
8.46571,-0.346018,10.2766,0.400183,-0.681943,-0.149215,137507
8.54441,-0.349576,10.2739,0.400339,-0.678488,-0.14922,138472
8.51958,-0.345379,10.2804,0.400127,-0.680635,-0.14914,138945
8.53594,-0.34774,10.2858,0.400241,-0.681862,-0.148463,140373
8.55923,-0.355402,10.2929,0.400377,-0.682871,-0.148717,141828
8.58879,-0.330651,10.2784,0.399289,-0.68157,-0.148711,142413
8.59531,-0.341369,10.2856,0.399789,-0.682605,-0.148886,143268
8.55881,-0.344909,10.294,0.400186,-0.684515,-0.148355,144673
8.50447,-0.341249,10.2989,0.39994,-0.686727,-0.148453,146112
8.52825,-0.33261,10.2864,0.39956,-0.685679,-0.148452,146323
8.46833,-0.331359,10.2931,0.399259,-0.688017,-0.148505,147544
8.44214,-0.329641,10.2982,0.399171,-0.690001,-0.148123,148967
8.56586,-0.323694,10.2897,0.39891,-0.684567,-0.148128,150255
8.59168,-0.331227,10.2968,0.399288,-0.685306,-0.147932,150405
8.63499,-0.34215,10.3013,0.399834,-0.685816,-0.148721,151840
8.6785,-0.34774,10.304,0.400244,-0.685888,-0.148458,153259
8.69793,-0.331792,10.293,0.399543,-0.685032,-0.148454,154195
8.67382,-0.323869,10.2928,0.399521,-0.686439,-0.148203,154691
8.62783,-0.306089,10.289,0.399001,-0.688121,-0.148547,156124
8.56601,-0.294228,10.2882,0.398412,-0.690314,-0.147815,157565
8.58163,-0.283291,10.2787,0.397931,-0.689626,-0.147813,158078
8.55955,-0.279614,10.2762,0.397636,-0.691181,-0.148857,158986
8.5936,-0.283624,10.2742,0.397746,-0.691523,-0.148611,160422
8.66064,-0.290361,10.2721,0.397986,-0.691436,-0.148915,161858
8.74821,-0.27934,10.2606,0.397501,-0.687589,-0.148917,162006
8.8314,-0.271623,10.2595,0.397437,-0.686737,-0.148934,163304
8.84756,-0.25437,10.2577,0.397095,-0.687054,-0.148523,164751
8.88564,-0.264885,10.2477,0.397556,-0.68538,-0.148528,165922
8.85682,-0.240919,10.2473,0.396687,-0.686478,-0.148371,166158
8.80959,-0.232481,10.2465,0.396133,-0.687974,-0.148308,167581
8.79331,-0.240628,10.2457,0.396272,-0.689141,-0.148551,169049
8.824,-0.247868,10.2523,0.396591,-0.687796,-0.148554,169847
8.86988,-0.256195,10.2522,0.396529,-0.687663,-0.148456,170443
8.93404,-0.253722,10.2479,0.396681,-0.687234,-0.149542,171898
9.01525,-0.244209,10.2417,0.396428,-0.686124,-0.149505,173314
8.97928,-0.248498,10.2442,0.396616,-0.687703,-0.149504,173781
9.01346,-0.218094,10.2405,0.395309,-0.687341,-0.148448,174768
8.99243,-0.213707,10.2374,0.395194,-0.687983,-0.149318,176204
8.9557,-0.218967,10.2357,0.395423,-0.688922,-0.148981,177626
9.00949,-0.250439,10.2379,0.396804,-0.686562,-0.148993,177680
8.99954,-0.249426,10.2438,0.396474,-0.687374,-0.148477,179045
9.05124,-0.273571,10.242,0.397327,-0.686726,-0.148724,180488
9.09462,-0.295254,10.2554,0.39828,-0.684826,-0.148733,181608
9.16242,-0.298819,10.2566,0.398728,-0.683979,-0.148669,181924
9.24914,-0.28319,10.2578,0.397641,-0.682508,-0.149526,183339
9.26674,-0.302162,10.255,0.398659,-0.68201,-0.148983,184779
9.13169,-0.333132,10.2663,0.400019,-0.687942,-0.148984,185548
9.09535,-0.338072,10.2659,0.400009,-0.688593,-0.14842,186215
9.03617,-0.341949,10.2692,0.399775,-0.68957,-0.148368,187659
8.97943,-0.363224,10.2654,0.400907,-0.690943,-0.148645,189067
8.87356,-0.353146,10.2752,0.400465,-0.695593,-0.148636,189496
8.88645,-0.352323,10.2737,0.4003,-0.69538,-0.148352,190503
8.91312,-0.346664,10.2697,0.400144,-0.695176,-0.149017,191931
8.95364,-0.347374,10.2668,0.400242,-0.694398,-0.149148,193404
8.97947,-0.34045,10.2685,0.399938,-0.693264,-0.149147,193426
8.97372,-0.332804,10.2707,0.399553,-0.693313,-0.148295,194815
8.93498,-0.348249,10.2719,0.400575,-0.693994,-0.148573,196232
8.88143,-0.330868,10.2652,0.399811,-0.696343,-0.148566,197431
8.83578,-0.331711,10.2693,0.39982,-0.697235,-0.149011,197666
8.80438,-0.338872,10.2718,0.399794,-0.698133,-0.148319,199105
8.82968,-0.353937,10.2672,0.40078,-0.697767,-0.148277,200531
8.71154,-0.347599,10.2614,0.400501,-0.702952,-0.148269,201423
8.73893,-0.332915,10.2606,0.399908,-0.7027,-0.148146,201980
8.76392,-0.32503,10.2572,0.39964,-0.702148,-0.148529,203403
8.73288,-0.337973,10.2586,0.400145,-0.702815,-0.147672,204862
8.74934,-0.333639,10.2724,0.399956,-0.702096,-0.147672,205342
8.70033,-0.332398,10.2746,0.399808,-0.702981,-0.148595,206291
8.64648,-0.343148,10.28,0.40051,-0.704169,-0.14814,207701
8.63359,-0.347276,10.2791,0.400582,-0.70473,-0.148744,209139
8.70203,-0.333139,10.2731,0.399961,-0.701724,-0.148744,209270
8.73405,-0.327954,10.273,0.399522,-0.701338,-0.148335,210563
8.77572,-0.328203,10.271,0.399493,-0.701001,-0.148592,211992
8.85296,-0.342194,10.2657,0.400107,-0.697609,-0.1486,213198
8.89558,-0.328351,10.2712,0.399622,-0.69679,-0.148436,213439
8.88275,-0.343187,10.2767,0.399946,-0.697097,-0.14908,214878
8.86086,-0.366502,10.2819,0.400775,-0.697465,-0.149416,216290
8.8119,-0.376127,10.2791,0.401197,-0.699614,-0.149416,217135
8.79339,-0.37793,10.2881,0.401473,-0.700236,-0.148491,217771
8.81533,-0.383988,10.2902,0.401905,-0.699978,-0.148025,219177
8.86327,-0.380244,10.2869,0.401758,-0.699281,-0.148612,220586
8.92152,-0.359666,10.288,0.400855,-0.696724,-0.148609,221069
8.97509,-0.342129,10.2883,0.399997,-0.695773,-0.148723,222025
9.00416,-0.338035,10.2891,0.399987,-0.695142,-0.1493,223464
8.98688,-0.334413,10.2913,0.400118,-0.695436,-0.148251,224898
8.98518,-0.315384,10.2923,0.399282,-0.695511,-0.148246,224999
8.95477,-0.317959,10.2938,0.399472,-0.695895,-0.149075,226343
8.93258,-0.314188,10.2948,0.399609,-0.696459,-0.148368,227776
8.93121,-0.301097,10.2774,0.399033,-0.696515,-0.148364,228936
8.94902,-0.279254,10.2723,0.398071,-0.696189,-0.148809,229215
8.98545,-0.267888,10.2701,0.397747,-0.695514,-0.148582,230607
9.02877,-0.256302,10.2633,0.397172,-0.694695,-0.149227,232064
8.94991,-0.245197,10.262,0.396684,-0.698156,-0.149219,232888
8.96773,-0.232429,10.2626,0.396228,-0.697642,-0.147596,233502
8.94483,-0.243585,10.2577,0.396561,-0.697851,-0.14806,234912
8.90993,-0.247488,10.2552,0.396673,-0.69827,-0.148887,236333
8.84641,-0.267074,10.2541,0.397533,-0.701058,-0.148889,236828
8.82807,-0.25618,10.2502,0.397123,-0.701404,-0.147687,237778
8.84641,-0.243824,10.2433,0.396854,-0.701107,-0.148623,239217
8.88518,-0.225763,10.2331,0.395919,-0.700383,-0.148508,240657
8.93905,-0.239192,10.2242,0.396508,-0.698015,-0.148515,240723
8.96791,-0.231818,10.2188,0.396306,-0.697333,-0.148937,242071
8.96258,-0.235116,10.2104,0.396172,-0.69725,-0.148508,243501
8.91793,-0.256919,10.2201,0.397129,-0.699213,-0.148512,244665
8.88574,-0.26194,10.2155,0.397174,-0.699534,-0.147952,244932
8.85386,-0.277145,10.2102,0.397899,-0.700067,-0.148757,246408
8.83632,-0.274935,10.2026,0.397671,-0.700335,-0.148835,247835
8.80031,-0.288556,10.211,0.39827,-0.701918,-0.148837,248620
8.80797,-0.275001,10.2063,0.397473,-0.7018,-0.147839,249232
8.83468,-0.287463,10.2006,0.398381,-0.701425,-0.147797,250673
8.86172,-0.297002,10.194,0.398038,-0.700848,-0.148204,252101
8.87006,-0.306358,10.2069,0.398449,-0.700485,-0.148207,252551
8.85878,-0.332707,10.2075,0.399799,-0.700396,-0.149381,253524
8.81071,-0.345762,10.2002,0.400026,-0.70124,-0.149183,254954
8.74374,-0.358515,10.1981,0.400779,-0.70222,-0.148179,256421
8.7826,-0.345414,10.2155,0.400205,-0.700519,-0.148177,256493
8.70033,-0.332162,10.2039,0.399456,-0.701919,-0.148387,257879
8.6162,-0.314593,10.1956,0.398573,-0.703453,-0.148951,259279
8.64752,-0.306279,10.2107,0.398209,-0.702083,-0.14895,260442
8.59067,-0.310011,10.2066,0.398263,-0.703375,-0.14805,260696
8.57629,-0.315837,10.1989,0.398361,-0.70384,-0.149239,262125
8.56002,-0.321795,10.201,0.398846,-0.704407,-0.148832,263592
8.5218,-0.316078,10.2158,0.398596,-0.706089,-0.148828,264394
8.47666,-0.325527,10.2174,0.399218,-0.707131,-0.149107,265040
8.41643,-0.32403,10.2199,0.399014,-0.708579,-0.149038,266430
8.36731,-0.322302,10.2258,0.398707,-0.709827,-0.148583,267863
8.48485,-0.300893,10.242,0.397768,-0.704672,-0.148583,268361
8.47644,-0.298371,10.2474,0.397767,-0.705506,-0.148608,269296
8.49709,-0.310375,10.2558,0.398343,-0.705686,-0.148752,270730
8.53334,-0.327652,10.2586,0.399237,-0.705517,-0.149287,272158
8.62807,-0.31433,10.2726,0.398653,-0.701363,-0.149289,272338
8.6539,-0.310065,10.2787,0.398463,-0.701188,-0.148027,273586
8.62869,-0.313502,10.2817,0.398588,-0.701987,-0.148574,275031
8.6756,-0.304401,10.2944,0.398189,-0.699931,-0.148574,276215
8.62812,-0.291829,10.2967,0.39776,-0.701202,-0.148248,276463
8.58632,-0.274488,10.3038,0.396592,-0.702332,-0.148541,277871
8.59443,-0.288597,10.3109,0.397041,-0.70279,-0.148839,279309
8.68347,-0.288601,10.2966,0.39704,-0.698878,-0.148844,280154
8.72818,-0.307913,10.3057,0.398002,-0.698609,-0.148531,280781
8.77447,-0.321783,10.314,0.398543,-0.698178,-0.149074,282209
8.82248,-0.334987,10.3193,0.399133,-0.697363,-0.147793,283608
8.89418,-0.348231,10.3069,0.399714,-0.694212,-0.147801,284081
8.87139,-0.349368,10.3151,0.399759,-0.694861,-0.148748,285041
8.83006,-0.339778,10.3162,0.399513,-0.695752,-0.148903,286537
8.76563,-0.332442,10.3216,0.399452,-0.697199,-0.147706,287967
8.77479,-0.341552,10.3168,0.399852,-0.696795,-0.147709,288008
8.7408,-0.339966,10.3175,0.399663,-0.697941,-0.149043,289365
8.76161,-0.347524,10.3156,0.400286,-0.697729,-0.147883,290774
8.71824,-0.346125,10.3617,0.400227,-0.699646,-0.14788,291927
8.74915,-0.339708,10.3622,0.400036,-0.699574,-0.148858,292209
8.78629,-0.31523,10.3614,0.39908,-0.69903,-0.149528,293653
8.76997,-0.298897,10.3556,0.39859,-0.699497,-0.147646,295111
8.73506,-0.297936,10.3203,0.398546,-0.70102,-0.147643,295830
8.694,-0.270025,10.3162,0.39726,-0.701854,-0.149067,296532
8.64698,-0.248528,10.3146,0.396356,-0.703019,-0.148251,297960
8.65172,-0.248221,10.3135,0.396521,-0.703346,-0.149042,299410
8.7338,-0.237092,10.3128,0.396032,-0.699743,-0.149043,299794
8.78214,-0.232653,10.3104,0.395968,-0.699318,-0.150017,300836
8.85729,-0.234271,10.3111,0.395987,-0.698313,-0.148784,302257
8.81538,-0.23151,10.3106,0.395865,-0.700152,-0.148781,303691
8.89303,-0.226982,10.3066,0.395606,-0.698852,-0.148344,303696
8.9271,-0.219412,10.302,0.395304,-0.698132,-0.148885,305132
8.91306,-0.21993,10.2974,0.395298,-0.69842,-0.1497,306570
8.87919,-0.218022,10.2914,0.395214,-0.699906,-0.149697,307683
8.86325,-0.214102,10.2897,0.394916,-0.700246,-0.148344,308009
8.85989,-0.216024,10.2821,0.394572,-0.700525,-0.147969,309397
8.90462,-0.228224,10.2752,0.395084,-0.699764,-0.149654,310832
8.97514,-0.261845,10.2823,0.39656,-0.69667,-0.149667,311631
9.03249,-0.264256,10.2763,0.396591,-0.695715,-0.148977,312284
9.08559,-0.266899,10.2712,0.39694,-0.694638,-0.148821,313712
9.09232,-0.28125,10.2636,0.397494,-0.694182,-0.14845,315120
9.0061,-0.288281,10.2698,0.397803,-0.697968,-0.148447,315578
8.97391,-0.298886,10.2685,0.398241,-0.698429,-0.148784,316568
8.94016,-0.300032,10.2627,0.398648,-0.698765,-0.149327,318051
8.92286,-0.304805,10.2568,0.398807,-0.699243,-0.148925,319448
8.85344,-0.309635,10.2559,0.399019,-0.70229,-0.148923,319521
8.89152,-0.325214,10.2491,0.399033,-0.701549,-0.149076,320855
8.93397,-0.335904,10.2418,0.399145,-0.700748,-0.148093,322295
8.90197,-0.348299,10.2484,0.399689,-0.702155,-0.148094,323465
8.94792,-0.343002,10.2413,0.399649,-0.701107,-0.149273,323728
8.95906,-0.33636,10.236,0.399582,-0.7006,-0.148513,325163
8.94051,-0.334804,10.2286,0.39927,-0.700806,-0.148094,326580
8.97772,-0.311247,10.2344,0.398236,-0.699174,-0.148089,327382
8.95419,-0.285661,10.2325,0.397386,-0.699302,-0.147812,328011
8.95737,-0.271665,10.2276,0.39671,-0.699243,-0.148899,329458
8.99924,-0.27569,10.2243,0.396854,-0.698338,-0.149249,330872
9.02921,-0.259482,10.2328,0.396143,-0.697024,-0.149246,331317
9.07279,-0.26213,10.2303,0.396427,-0.696227,-0.149171,332330
9.0992,-0.273158,10.233,0.396912,-0.695392,-0.14926,333745
9.07001,-0.280466,10.2328,0.397518,-0.69563,-0.149933,335184
8.9938,-0.264416,10.2426,0.396814,-0.698978,-0.149925,335275
8.95731,-0.262532,10.2434,0.396604,-0.699376,-0.14883,336596
8.93189,-0.264752,10.2449,0.396554,-0.699818,-0.147815,338037
8.82908,-0.306863,10.2533,0.398403,-0.704334,-0.147821,339256
8.85678,-0.317756,10.255,0.398842,-0.703734,-0.147945,339477
8.89926,-0.332117,10.2538,0.399538,-0.702815,-0.148701,340914
8.93197,-0.357771,10.2542,0.400248,-0.702069,-0.149336,342358
8.96054,-0.386595,10.2728,0.401514,-0.70082,-0.149346,343160
8.95672,-0.386414,10.2744,0.401497,-0.700592,-0.148558,343764
8.93224,-0.383694,10.279,0.401608,-0.700869,-0.14884,345229
8.9192,-0.393275,10.2802,0.402091,-0.700773,-0.148748,346645
8.9092,-0.363559,10.2713,0.400786,-0.70121,-0.148739,347116
8.89965,-0.359498,10.2759,0.400755,-0.701285,-0.149248,348080
8.91925,-0.373634,10.2787,0.401241,-0.700699,-0.148295,349498
8.9392,-0.387317,10.2798,0.402132,-0.70027,-0.14835,350938
8.99455,-0.367617,10.2721,0.401266,-0.697838,-0.148347,351036
9.00497,-0.35689,10.2751,0.400702,-0.697376,-0.147355,352372
8.96766,-0.346038,10.2751,0.400418,-0.697857,-0.148297,353809
8.90095,-0.332444,10.276,0.399821,-0.700786,-0.14829,355028
8.86738,-0.318855,10.2743,0.399289,-0.701105,-0.149207,355224
8.83427,-0.305427,10.2775,0.398972,-0.701751,-0.148259,356665
8.83505,-0.302016,10.2772,0.398896,-0.701651,-0.148233,358098
8.85483,-0.28366,10.2686,0.39809,-0.70078,-0.148229,358919
8.88058,-0.276651,10.2682,0.397618,-0.700307,-0.148723,359561
8.90445,-0.270462,10.2667,0.397257,-0.699902,-0.149026,360963
8.92461,-0.254484,10.2638,0.396676,-0.699329,-0.148365,362396
8.90625,-0.269737,10.2564,0.397345,-0.700133,-0.148368,362862
8.90188,-0.250271,10.2517,0.396442,-0.700073,-0.148471,363825
8.87459,-0.251586,10.246,0.396377,-0.700225,-0.149159,365260
8.8295,-0.257481,10.2373,0.396282,-0.700923,-0.148787,366673
8.81472,-0.267952,10.2428,0.396742,-0.701574,-0.148789,366764
8.77091,-0.268393,10.2352,0.396872,-0.702196,-0.148865,368113
8.72267,-0.271191,10.2246,0.39701,-0.702982,-0.148759,369570
8.72378,-0.26377,10.2256,0.396684,-0.702933,-0.148757,370704
8.68626,-0.251234,10.2166,0.396113,-0.70368,-0.14864,371009
8.66339,-0.250236,10.2088,0.395876,-0.704179,-0.148391,372404
8.65434,-0.257253,10.2045,0.3963,-0.704376,-0.148486,373879
8.65523,-0.289087,10.2054,0.397697,-0.704337,-0.148495,374633
8.62739,-0.294942,10.2039,0.397681,-0.704965,-0.149059,375292
8.58411,-0.3156,10.2033,0.398573,-0.705919,-0.148984,376752
8.55337,-0.322003,10.2001,0.398927,-0.706643,-0.148253,378175
8.56752,-0.343897,10.2183,0.39989,-0.706026,-0.14826,378559
8.5468,-0.328845,10.2147,0.399612,-0.706823,-0.148584,379605
8.54534,-0.319014,10.2093,0.399399,-0.707151,-0.148259,381054
8.54992,-0.314849,10.2047,0.399079,-0.707288,-0.148387,382486
8.63441,-0.323668,10.2325,0.399468,-0.703587,-0.148394,382548
8.62485,-0.327639,10.2313,0.399628,-0.7039,-0.148547,383871
8.58569,-0.33612,10.231,0.400036,-0.704948,-0.148597,385299
8.65359,-0.331705,10.2551,0.399843,-0.701974,-0.148599,386445
8.60346,-0.332352,10.2538,0.399829,-0.70302,-0.148519,386738
8.54943,-0.318013,10.2565,0.399224,-0.704433,-0.148721,388178
8.53885,-0.305029,10.2599,0.398568,-0.705104,-0.148826,389597
8.59964,-0.301991,10.2635,0.398435,-0.702436,-0.148828,390379
8.62709,-0.28943,10.269,0.397774,-0.702418,-0.148783,391043
8.6711,-0.302292,10.2767,0.398066,-0.702114,-0.14895,392471
8.71975,-0.322719,10.2844,0.398913,-0.701294,-0.148521,393911
8.73269,-0.3269,10.2969,0.399097,-0.70073,-0.148523,394297
8.71888,-0.338501,10.3028,0.399337,-0.701253,-0.148935,395339
8.67278,-0.335867,10.3068,0.399288,-0.702132,-0.148937,396797
8.61309,-0.335322,10.3079,0.399233,-0.703486,-0.147638,398206
8.62352,-0.341691,10.3188,0.399513,-0.703032,-0.14764,398248
8.58552,-0.337073,10.3246,0.399112,-0.704012,-0.148628,399641
8.59327,-0.346651,10.3298,0.399402,-0.704392,-0.149458,401074
8.68498,-0.351026,10.3339,0.399594,-0.700368,-0.149464,402167
8.72112,-0.376425,10.3414,0.400585,-0.700108,-0.148593,402527
8.76119,-0.395731,10.3538,0.401686,-0.699703,-0.148784,403955
8.77856,-0.395326,10.3608,0.401598,-0.699573,-0.149192,405403
8.75312,-0.3698,10.3391,0.400476,-0.700684,-0.149183,406068
8.74278,-0.367329,10.3453,0.400696,-0.701203,-0.149533,406836
8.73925,-0.361136,10.3491,0.400472,-0.701477,-0.148522,408271
8.76274,-0.364898,10.352,0.400537,-0.701361,-0.148235,409668
