ax,ay,az,fx,fy,fz,tx,ty,tz,t
1.97653e-07,-1.03187,3.79029e-06,1.84271e-07,-0.962011,3.53367e-06,0.0422311,7.10012e-09,-0.000269291,0
3.95306e-07,-2.06375,7.58057e-06,-0.00258246,-1.8693,0.0478867,0.0936666,-0.0022715,-0.146486,1436
5.92959e-07,-3.09562,1.13709e-05,-0.00804196,-2.63479,0.14298,0.151076,-0.00683328,-0.148261,2897
7.90613e-07,-4.12749,1.51611e-05,-0.0157944,-3.22497,0.282575,0.210579,-0.0135812,-0.148239,4324
9.88266e-07,-5.15936,1.89514e-05,-0.0259161,-3.64651,0.462657,0.268851,-0.0224591,-0.147881,5749
1.18592e-06,-6.19124,2.27417e-05,-0.0382676,-3.93078,0.68047,0.323408,-0.03338,-0.148495,7180
1.38357e-06,-7.22311,2.6532e-05,-0.0530288,-4.12394,0.930391,0.372926,-0.0462285,-0.148245,8598
1.43292e-06,-7.22311,2.6532e-05,-0.066056,-3.47626,1.20932,0.379752,-0.0608749,-0.148597,10023
1.48226e-06,-7.22311,2.6532e-05,-0.0847762,-2.93572,1.51381,0.385176,-0.0772102,-0.148353,11448
0.126236,-4.97842,0.00114972,-0.0847761,-2.93572,1.51381,0.385176,-0.0772102,-0.148353,12322
0.126236,-4.97842,0.00114972,-0.111537,-2.53655,1.8359,0.39209,-0.0951948,-0.148995,12886
0.126236,-4.97842,0.00114972,-0.1329,-2.20298,2.17203,0.397235,-0.114552,-0.149136,14319
0.126236,-4.97842,0.00114972,-0.138776,-1.92882,2.51771,0.401028,-0.134981,-0.148502,15738
0.254262,-3.41134,0.00246163,-0.138775,-1.92882,2.51771,0.401028,-0.134981,-0.148502,16259
0.254263,-3.41134,0.00246163,-0.138933,-1.74119,2.85893,0.406243,-0.156469,-0.148607,17180
0.254263,-3.41134,0.00246163,-0.144315,-1.53202,3.21084,0.408246,-0.178946,-0.148,18627
0.254262,-3.41134,0.00246163,-0.164961,-1.37382,3.55824,0.409245,-0.202342,-0.14734,20055
0.374233,-2.32448,0.0039004,-0.164961,-1.37382,3.55824,0.409245,-0.202342,-0.14734,20222
0.374233,-2.32448,0.0039004,-0.191164,-1.3177,3.90147,0.413923,-0.22637,-0.149073,21492
0.374233,-2.32448,0.0039004,-0.210697,-1.22996,4.24158,0.415211,-0.250938,-0.148282,22912
0.48188,-1.57662,0.00429779,-0.210698,-1.22996,4.24158,0.415211,-0.250938,-0.148282,24189
0.481879,-1.57662,0.00429779,-0.213064,-1.18846,4.57219,0.417926,-0.275607,-0.147913,24363
0.481879,-1.57662,0.00429779,-0.212468,-1.14736,4.88543,0.419864,-0.300503,-0.148325,25808
0.481879,-1.57662,0.00429779,-0.224019,-1.06155,5.18783,0.418863,-0.325671,-0.14869,27241
0.57347,-1.0616,0.00468686,-0.22402,-1.06155,5.18783,0.418863,-0.325671,-0.14869,28085
0.57347,-1.0616,0.00468686,-0.24527,-1.03063,5.47836,0.420106,-0.350881,-0.14757,28643
0.57347,-1.0616,0.00468686,-0.256032,-0.998055,5.757,0.420383,-0.375871,-0.147966,30076
0.57347,-1.0616,0.00468686,-0.255468,-0.994966,6.02429,0.42162,-0.400672,-0.147874,31518
0.650408,-0.706836,0.00524536,-0.255468,-0.994966,6.02429,0.42162,-0.400672,-0.147874,32020
0.650409,-0.706836,0.00524536,-0.246545,-1.0104,6.27616,0.42382,-0.424998,-0.147393,32984
0.650409,-0.706836,0.00524536,-0.246226,-0.967177,6.51596,0.422871,-0.44899,-0.148517,34371
0.650409,-0.706836,0.00524536,-0.248733,-0.938492,6.73884,0.422627,-0.472716,-0.149001,35809
0.717203,-0.464354,0.00565316,-0.248733,-0.938492,6.73884,0.422627,-0.472716,-0.149001,35961
0.717204,-0.464354,0.00565316,-0.246356,-0.92292,6.94766,0.422858,-0.495881,-0.147735,37238
0.717204,-0.464354,0.00565316,-0.236231,-0.898193,7.14848,0.421938,-0.51843,-0.148606,38689
0.773319,-0.297558,0.00602672,-0.236231,-0.898193,7.14848,0.421938,-0.51843,-0.148606,39917
0.773319,-0.297558,0.00602672,-0.224521,-0.921809,7.33602,0.423344,-0.540521,-0.148274,40118
0.773319,-0.297558,0.00602672,-0.211635,-0.927544,7.51571,0.424,-0.561913,-0.148339,41538
0.773319,-0.297558,0.00602672,-0.201332,-0.912531,7.68113,0.423581,-0.582679,-0.147866,42968
0.819009,-0.183026,0.00675176,-0.201332,-0.912531,7.68113,0.423581,-0.582679,-0.147866,43845
0.819009,-0.183026,0.00675176,-0.196869,-0.906676,7.83473,0.42372,-0.603125,-0.147521,44407
0.819009,-0.183026,0.00675176,-0.183996,-0.878329,7.97918,0.422713,-0.622608,-0.147638,45844
0.819008,-0.183026,0.00675176,-0.168914,-0.884811,8.1126,0.423121,-0.641448,-0.148732,47258
0.851451,-0.109671,0.00837229,-0.168914,-0.884811,8.1126,0.423121,-0.641448,-0.148732,47766
0.851451,-0.109671,0.00837229,-0.153086,-0.90557,8.24034,0.424138,-0.659766,-0.148338,48699
0.851451,-0.109671,0.00837229,-0.14111,-0.902381,8.36192,0.423858,-0.67757,-0.148056,50134
