ax,ay,az,fx,fy,fz,tx,ty,tz,t
1.97653e-07,-1.03187,3.79029e-06,1.84271e-07,-0.962011,3.53367e-06,0.0422311,7.10012e-09,-0.000269291,0
3.95306e-07,-2.06375,7.58057e-06,-0.195034,-1.8114,0.000654997,0.0820697,-0.000834377,0.00867593,1436
5.92959e-07,-3.09562,1.13709e-05,-0.568743,-2.47536,0.00158731,0.117595,-0.00251197,0.00846938,2897
7.90613e-07,-4.12749,1.51611e-05,-1.08102,-2.9435,0.00337844,0.147756,-0.00499228,0.00850688,4324
9.88266e-07,-5.15936,1.89514e-05,-1.68967,-3.24127,0.00514749,0.172154,-0.00826397,0.00886461,5749
1.18592e-06,-6.19124,2.27417e-05,-2.35315,-3.41169,0.00777171,0.190978,-0.0122899,0.0082505,7180
1.38357e-06,-7.22311,2.6532e-05,-3.03374,-3.50655,0.010407,0.205128,-0.0170338,0.00850068,8598
1.43292e-06,-7.22311,2.6532e-05,-3.69974,-2.77697,0.0144544,0.178394,-0.0224355,0.00814859,10023
1.48226e-06,-7.22311,2.6532e-05,-4.33871,-2.1698,0.0213783,0.152952,-0.0284701,0.00839252,11448
0.12737,-5.00214,0.000933428,-4.33871,-2.1698,0.0213783,0.152952,-0.0284701,0.00839252,12322
0.12737,-5.00214,0.000933428,-4.9415,-1.71712,0.0277432,0.132076,-0.0351771,0.00775147,12886
0.12737,-5.00214,0.000933428,-5.48784,-1.341,0.0348902,0.112635,-0.0423799,0.00761043,14319
0.12737,-5.00214,0.000933428,-5.96508,-1.03329,0.0431368,0.094966,-0.0498889,0.00824353,15738
0.256546,-3.45161,0.00199271,-5.96508,-1.03329,0.0431368,0.094966,-0.0498889,0.00824353,16259
0.256546,-3.45161,0.00199271,-6.38526,-0.819181,0.0419352,0.0815567,-0.0577697,0.00813905,17180
0.256546,-3.45161,0.00199271,-6.76205,-0.589178,0.0500339,0.0674997,-0.0660477,0.00874591,18627
0.256546,-3.45161,0.00199271,-7.10854,-0.414657,0.0558626,0.0547463,-0.0747679,0.00940629,20055
0.377594,-2.37623,0.00315844,-7.10854,-0.414657,0.0558626,0.0547463,-0.0747679,0.00940629,20222
0.377593,-2.37623,0.00315844,-7.4197,-0.345745,0.0622549,0.0476713,-0.0837295,0.00767251,21492
0.377593,-2.37623,0.00315844,-7.68724,-0.247999,0.0728041,0.0389555,-0.0929439,0.00846391,22912
0.486198,-1.63631,0.00327664,-7.68724,-0.247999,0.0728041,0.0389555,-0.0929439,0.00846391,24189
0.486197,-1.63631,0.00327664,-7.90563,-0.198636,0.0823636,0.0331398,-0.102034,0.0088333,24363
0.486197,-1.63631,0.00327664,-8.09263,-0.151379,0.0846508,0.0278236,-0.111209,0.00842114,25808
0.486197,-1.63631,0.00327664,-8.26666,-0.0607472,0.0874667,0.0206676,-0.120601,0.0080557,27241
0.578608,-1.12672,0.00339237,-8.26666,-0.0607472,0.0874667,0.0206676,-0.120601,0.0080557,28085
0.578608,-1.12672,0.00339237,-8.42817,-0.0260806,0.0909872,0.0167044,-0.130066,0.0091764,28643
0.578608,-1.12672,0.00339237,-8.56037,0.00944095,0.0951069,0.0125605,-0.139381,0.00878001,30076
0.578608,-1.12672,0.00339237,-8.66495,0.0148403,0.100527,0.0100444,-0.148626,0.00887207,31518
0.656235,-0.775694,0.00369053,-8.66495,0.0148403,0.100527,0.0100444,-0.148626,0.00887207,32020
0.656235,-0.775694,0.00369053,-8.74717,0.00122529,0.102999,0.00905169,-0.15755,0.00935324,32984
0.656236,-0.775694,0.00369053,-8.82523,0.0458555,0.106806,0.00541092,-0.166388,0.00822876,34371
0.656236,-0.775694,0.00369053,-8.89553,0.0756484,0.106173,0.00288299,-0.175209,0.00774488,35809
0.723601,-0.535788,0.00385585,-8.89553,0.0756484,0.106173,0.00288299,-0.175209,0.00774488,35961
0.723601,-0.535788,0.00385585,-8.95172,0.092087,0.103804,0.00117752,-0.183756,0.00901114,37238
0.723601,-0.535788,0.00385585,-8.99228,0.117495,0.105181,-0.00138728,-0.191991,0.00813972,38689
0.780185,-0.370766,0.00400728,-8.99228,0.117495,0.105181,-0.00138728,-0.191991,0.00813972,39917
0.780185,-0.370766,0.00400728,-9.02431,0.0944119,0.104842,-0.00137426,-0.200105,0.00847163,40118
0.780184,-0.370766,0.00400728,-9.04916,0.0890931,0.107835,-0.00189659,-0.207879,0.00840666,41538
0.780184,-0.370766,0.00400728,-9.07144,0.104432,0.107142,-0.00331502,-0.215393,0.00888019,42968
0.826255,-0.257452,0.00453171,-9.07144,0.104432,0.107142,-0.00331502,-0.215393,0.00888019,43845
0.826255,-0.257452,0.00453171,-9.09514,0.110542,0.104658,-0.00402359,-0.222962,0.00922453,44407
0.826255,-0.257452,0.00453171,-9.10659,0.139089,0.102593,-0.00574857,-0.22995,0.00910818,45844
0.826255,-0.257452,0.00453171,-9.11248,0.132764,0.0987106,-0.00594813,-0.23669,0.00801423,47258
0.859006,-0.184935,0.00597283,-9.11248,0.132764,0.0987106,-0.00594813,-0.23669,0.00801423,47766
0.859006,-0.184935,0.00597283,-9.11478,0.112127,0.0976895,-0.00544718,-0.243295,0.00840803,48699
0.859006,-0.184935,0.00597283,-9.11846,0.115413,0.0986319,-0.0061642,-0.249775,0.00869015,50134
0.859006,-0.184935,0.00597283,-9.12387,0.102377,0.0954231,-0.00569317,-0.255766,0.00687116,51588
0.884675,-0.129538,0.00725304,-9.12387,0.102377,0.0954231,-0.00569317,-0.255766,0.00687116,51703
0.884675,-0.129538,0.00725304,-9.13539,0.10974,0.0924075,-0.00627695,-0.26203,0.00705909,53017
0.884675,-0.129538,0.00725304,-9.13352,0.125802,0.0916149,-0.00744296,-0.267624,0.00892817,54458
0.905442,-0.0913827,0.00782342,-9.13352,0.125802,0.0916149,-0.00744296,-0.267624,0.00892817,55663
0.905442,-0.0913827,0.00782342,-9.12701,0.109758,0.0890027,-0.00700109,-0.273001,0.00863107,55864
